,Unnamed: 0,Código MTE,Período,Estoque,Admissões,Desligamentos,Saldos,Variação Relativa (%),Nome,Latitude,Longitude,Código IBGE,ID Reg. Adm.,Apelido Reg. Adm.
16,16,350140,Março/2020,199.0,5,4,1,0.51,Álvaro de Carvalho,-22.0841,-49.718999999999994,3501400,8,Marília
17,17,350150,Março/2020,347.0,0,2,-2,-0.57,Alvinlândia,-22.4435,-49.7623,3501509,8,Marília
18,18,350160,Março/2020,72293.0,2655,3087,-432,-0.59,Americana,-22.7374,-47.3331,3501608,5,Campinas
19,19,350170,Março/2020,10044.0,419,346,73,0.73,Américo Brasiliense,-21.7288,-48.1147,3501707,1,São Carlos
20,20,350180,Março/2020,285.0,7,1,6,2.15,Américo de Campos,-20.2985,-49.7359,3501806,13,São José do Rio Preto
21,21,350190,Março/2020,24509.0,559,664,-105,-0.43,Amparo,-22.7088,-46.772,3501905,5,Campinas
22,22,350200,Março/2020,1100.0,17,23,-6,-0.54,Analândia,-22.1289,-47.6619,3502002,5,Campinas
23,23,350210,Março/2020,14688.0,813,593,220,1.52,Andradina,-20.8948,-51.3786,3502101,2,Araçatuba
24,24,350220,Março/2020,5456.0,103,107,-4,-0.07,Angatuba,-23.4917,-48.4139,3502200,7,Itapeva
25,25,350230,Março/2020,696.0,9,34,-25,-3.47,Anhembi,-22.793000000000003,-48.1336,3502309,16,Sorocaba
26,26,350240,Março/2020,217.0,2,4,-2,-0.91,Anhumas,-22.2934,-51.3895,3502408,9,Presidente Prudente
27,27,350250,Março/2020,10108.0,240,554,-314,-3.01,Aparecida,-22.8495,-45.2325,3502507,14,São José dos Campos
28,28,350260,Março/2020,465.0,9,11,-2,-0.43,Aparecida d'Oeste,-20.4487,-50.8835,3502606,13,São José do Rio Preto
29,29,350270,Março/2020,4177.0,105,126,-21,-0.5,Apiaí,-24.5108,-48.8443,3502705,7,Itapeva
30,30,350275,Março/2020,9253.0,312,383,-71,-0.76,Araçariguama,-23.4366,-47.0608,3502754,16,Sorocaba
31,31,350280,Março/2020,49521.0,2039,2217,-178,-0.36,Araçatuba,-21.2076,-50.4401,3502804,2,Araçatuba
32,32,350290,Março/2020,4895.0,156,181,-25,-0.51,Araçoiaba da Serra,-23.5029,-47.6166,3502903,16,Sorocaba
33,33,350300,Março/2020,770.0,69,14,55,7.69,Aramina,-20.0882,-47.7873,3503000,6,Franca
34,34,350310,Março/2020,835.0,9,17,-8,-0.95,Arandu,-23.1386,-49.0487,3503109,7,Itapeva
35,35,350315,Março/2020,107.0,0,0,0,0.0,Arapeí,-22.6717,-44.4441,3503158,14,São José dos Campos
36,36,350320,Março/2020,75308.0,2539,3722,-1183,-1.55,Araraquara,-21.7845,-48.178000000000004,3503208,1,São Carlos
37,37,350330,Março/2020,34138.0,1031,1761,-730,-2.09,Araras,-22.3572,-47.3842,3503307,5,Campinas
38,38,350335,Março/2020,141.0,4,9,-5,-3.42,Arco-Íris,-21.7728,-50.466,3503356,8,Marília
39,39,350340,Março/2020,1586.0,99,38,61,4.0,Arealva,-22.031,-48.9135,3503406,4,Bauru
40,40,350350,Março/2020,589.0,4,6,-2,-0.34,Areias,-22.5786,-44.6992,3503505,14,São José dos Campos
41,41,350360,Março/2020,1101.0,27,33,-6,-0.54,Areiópolis,-22.6672,-48.6681,3503604,16,Sorocaba
42,42,350370,Março/2020,3047.0,96,136,-40,-1.3,Ariranha,-21.1872,-48.7904,3503703,13,São José do Rio Preto
43,43,350380,Março/2020,7685.0,269,335,-66,-0.85,Artur Nogueira,-22.5727,-47.1727,3503802,5,Campinas
44,44,350390,Março/2020,25421.0,814,936,-122,-0.48,Arujá,-23.3965,-46.32,3503901,15,São Paulo
45,45,350395,Março/2020,49.0,1,1,0,0.0,Aspásia,-20.16,-50.728,3503950,13,São José do Rio Preto
46,46,350400,Março/2020,19871.0,643,758,-115,-0.58,Assis,-22.66,-50.4183,3504008,8,Marília
47,47,350410,Março/2020,41465.0,1427,2001,-574,-1.37,Atibaia,-23.1171,-46.5563,3504107,5,Campinas
48,48,350420,Março/2020,2199.0,76,152,-76,-3.34,Auriflama,-20.6836,-50.5572,3504206,2,Araçatuba
49,49,350430,Março/2020,1490.0,93,38,55,3.83,Avaí,-22.1514,-49.3356,3504305,4,Bauru
50,50,350440,Março/2020,2179.0,250,62,188,9.44,Avanhandava,-21.4584,-49.9509,3504404,2,Araçatuba
51,51,350450,Março/2020,19426.0,667,761,-94,-0.48,Avaré,-23.1067,-48.9251,3504503,16,Sorocaba
52,52,350460,Março/2020,2784.0,138,133,5,0.18,Bady Bassitt,-20.9197,-49.4385,3504602,13,São José do Rio Preto
53,53,350470,Março/2020,746.0,3,3,0,0.0,Balbinos,-21.8963,-49.3619,3504701,4,Bauru
54,54,350480,Março/2020,1270.0,55,32,23,1.84,Bálsamo,-20.7348,-49.5865,3504800,13,São José do Rio Preto
55,55,350490,Março/2020,1196.0,26,19,7,0.59,Bananal,-22.6819,-44.3281,3504909,14,São José dos Campos
56,56,350500,Março/2020,339.0,42,16,26,8.31,Barão de Antonina,-23.6284,-49.5634,3505005,7,Itapeva
57,57,350510,Março/2020,653.0,13,75,-62,-8.67,Barbosa,-21.2657,-49.9518,3505104,2,Araçatuba
58,58,350520,Março/2020,8659.0,230,241,-11,-0.13,Bariri,-22.073,-48.7438,3505203,4,Bauru
59,59,350530,Março/2020,10242.0,206,273,-67,-0.65,Barra Bonita,-22.4909,-48.5583,3505302,4,Bauru
60,60,350535,Março/2020,454.0,6,16,-10,-2.16,Barra do Chapéu,-24.4722,-49.0238,3505351,7,Itapeva
61,61,350540,Março/2020,284.0,15,7,8,2.9,Barra do Turvo,-24.759,-48.5013,3505401,10,Registro
62,62,350550,Março/2020,30006.0,1010,959,51,0.17,Barretos,-20.5531,-48.5698,3505500,3,Barretos
63,63,350560,Março/2020,2987.0,277,550,-273,-8.37,Barrinha,-21.1864,-48.1636,3505609,11,Ribeirão Preto
64,64,350570,Março/2020,270469.0,14240,12816,1424,0.53,Barueri,-23.5057,-46.879,3505708,15,São Paulo
65,65,350580,Março/2020,6390.0,191,162,29,0.46,Bastos,-21.921,-50.7357,3505807,8,Marília
66,66,350590,Março/2020,15932.0,449,510,-61,-0.38,Batatais,-20.8929,-47.5921,3505906,6,Franca
67,67,350600,Março/2020,121653.0,5101,5079,22,0.02,Bauru,-22.3246,-49.0871,3506003,4,Bauru
68,68,350610,Março/2020,20954.0,833,3363,-2530,-10.77,Bebedouro,-20.9491,-48.4791,3506102,3,Barretos
69,69,350620,Março/2020,957.0,96,6,90,10.38,Bento de Abreu,-21.2686,-50.81399999999999,3506201,2,Araçatuba
70,70,350630,Março/2020,2308.0,109,50,59,2.62,Bernardino de Campos,-23.0164,-49.4679,3506300,8,Marília
71,71,350635,Março/2020,11358.0,347,732,-385,-3.28,Bertioga,-23.8486,-46.1396,3506359,12,Santos
72,72,350640,Março/2020,1174.0,65,55,10,0.86,Bilac,-21.404,-50.4746,3506409,2,Araçatuba
73,73,350650,Março/2020,29208.0,1389,1810,-421,-1.42,Birigui,-21.291,-50.3432,3506508,2,Araçatuba
74,74,350660,Março/2020,2738.0,64,200,-136,-4.73,Biritiba-Mirim,-23.5698,-46.0407,3506607,15,São Paulo
75,75,350670,Março/2020,2195.0,109,49,60,2.81,Boa Esperança do Sul,-21.9918,-48.3906,3506706,1,São Carlos
76,76,350680,Março/2020,3615.0,301,87,214,6.29,Bocaina,-22.1365,-48.523,3506805,4,Bauru
77,77,350690,Março/2020,1905.0,53,32,21,1.11,Bofete,-23.1055,-48.2582,3506904,16,Sorocaba
78,78,350700,Março/2020,20164.0,723,613,110,0.55,Boituva,-23.2855,-47.6786,3507001,16,Sorocaba
79,79,350710,Março/2020,4876.0,196,192,4,0.08,Bom Jesus dos Perdões,-23.1356,-46.4675,3507100,5,Campinas
80,80,350715,Março/2020,448.0,18,17,1,0.22,Bom Sucesso de Itararé,-24.3155,-49.1451,3507159,7,Itapeva
81,81,350720,Março/2020,979.0,181,24,157,19.1,Borá,-22.2696,-50.5409,3507209,8,Marília
82,82,350730,Março/2020,1460.0,47,38,9,0.62,Boracéia,-22.1926,-48.7808,3507308,4,Bauru
83,83,350740,Março/2020,2178.0,99,99,0,0.0,Borborema,-21.6214,-49.0741,3507407,1,São Carlos
84,84,350745,Março/2020,756.0,9,21,-12,-1.56,Borebi,-22.5728,-48.9707,3507456,4,Bauru
85,85,350750,Março/2020,37819.0,1328,2033,-705,-1.83,Botucatu,-22.8837,-48.4437,3507506,16,Sorocaba
86,86,350760,Março/2020,44784.0,1682,2024,-342,-0.76,Bragança Paulista,-22.9527,-46.5419,3507605,5,Campinas
87,87,350770,Março/2020,471.0,7,7,0,0.0,Braúna,-21.499000000000002,-50.3175,3507704,2,Araçatuba
88,88,350775,Março/2020,485.0,1,1,0,0.0,Brejo Alegre,-21.1651,-50.1861,3507753,2,Araçatuba
89,89,350780,Março/2020,5590.0,299,198,101,1.84,Brodowski,-20.9845,-47.6572,3507803,11,Ribeirão Preto
90,90,350790,Março/2020,7079.0,329,359,-30,-0.42,Brotas,-22.2795,-48.1251,3507902,5,Campinas
91,91,350800,Março/2020,3923.0,127,173,-46,-1.16,Buri,-23.7977,-48.5958,3508009,7,Itapeva
92,92,350810,Março/2020,3092.0,129,70,59,1.95,Buritama,-21.0661,-50.1475,3508108,2,Araçatuba
93,93,350820,Março/2020,1998.0,276,37,239,13.59,Buritizal,-20.1911,-47.7096,3508207,6,Franca
94,94,350830,Março/2020,641.0,9,18,-9,-1.38,Cabrália Paulista,-22.4576,-49.3393,3508306,4,Bauru
95,95,350840,Março/2020,14929.0,469,525,-56,-0.37,Cabreúva,-23.3053,-47.1362,3508405,5,Campinas
96,96,350850,Março/2020,22240.0,584,640,-56,-0.25,Caçapava,-23.0992,-45.7076,3508504,14,São José dos Campos
97,97,350860,Março/2020,4369.0,89,81,8,0.18,Cachoeira Paulista,-22.6665,-45.0154,3508603,14,São José dos Campos
98,98,350870,Março/2020,2128.0,50,44,6,0.28,Caconde,-21.528000000000002,-46.6437,3508702,5,Campinas
99,99,350880,Março/2020,3381.0,190,151,39,1.17,Cafelândia,-21.8031,-49.6092,3508801,4,Bauru
100,100,350890,Março/2020,133.0,7,7,0,0.0,Caiabu,-22.0127,-51.2394,3508900,9,Presidente Prudente
101,101,350900,Março/2020,19807.0,768,979,-211,-1.05,Caieiras,-23.3607,-46.7397,3509007,15,São Paulo
102,102,350910,Março/2020,236.0,19,7,12,5.36,Caiuá,-21.8322,-51.9969,3509106,9,Presidente Prudente
103,103,350920,Março/2020,41455.0,1735,1819,-84,-0.2,Cajamar,-23.355,-46.8781,3509205,15,São Paulo
104,104,350925,Março/2020,5956.0,151,189,-38,-0.63,Cajati,-24.7324,-48.1223,3509254,10,Registro
105,105,350930,Março/2020,996.0,26,27,-1,-0.1,Cajobi,-20.8773,-48.8063,3509304,3,Barretos
106,106,350940,Março/2020,5051.0,186,136,50,1.0,Cajuru,-21.2749,-47.303000000000004,3509403,11,Ribeirão Preto
107,107,350945,Março/2020,442.0,6,5,1,0.23,Campina do Monte Alegre,-23.5895,-48.4758,3509452,7,Itapeva
108,108,350950,Março/2020,383564.0,14222,18178,-3956,-1.02,Campinas,-22.9053,-47.0659,3509502,5,Campinas
109,109,350960,Março/2020,10113.0,188,320,-132,-1.29,Campo Limpo Paulista,-23.2078,-46.7889,3509601,5,Campinas
110,110,350970,Março/2020,12783.0,328,696,-368,-2.8,Campos do Jordão,-22.7296,-45.5833,3509700,14,São José dos Campos
111,111,350980,Março/2020,486.0,3,17,-14,-2.8,Campos Novos Paulista,-22.601999999999997,-49.9987,3509809,8,Marília
112,112,350990,Março/2020,1119.0,29,53,-24,-2.1,Cananéia,-25.0144,-47.9341,3509908,10,Registro
113,113,350995,Março/2020,632.0,13,39,-26,-3.95,Canas,-22.7003,-45.0521,3509957,14,São José dos Campos
114,114,351000,Março/2020,5478.0,120,213,-93,-1.67,Cândido Mota,-22.7471,-50.3873,3510005,8,Marília
115,115,351010,Março/2020,472.0,10,15,-5,-1.05,Cândido Rodrigues,-21.3275,-48.6327,3510104,1,São Carlos
116,116,351015,Março/2020,278.0,21,6,15,5.7,Canitar,-23.004,-49.7839,3510153,8,Marília
117,117,351020,Março/2020,6676.0,193,197,-4,-0.06,Capão Bonito,-24.0113,-48.3482,3510203,7,Itapeva
118,118,351030,Março/2020,4323.0,59,169,-110,-2.48,Capela do Alto,-23.4685,-47.7388,3510302,16,Sorocaba
119,119,351040,Março/2020,13321.0,435,482,-47,-0.35,Capivari,-22.9951,-47.5071,3510401,5,Campinas
120,120,351050,Março/2020,21123.0,839,1171,-332,-1.55,Caraguatatuba,-23.6125,-45.4125,3510500,14,São José dos Campos
121,121,351060,Março/2020,31243.0,1368,1448,-80,-0.26,Carapicuíba,-23.5235,-46.8407,3510609,15,São Paulo
122,122,351070,Março/2020,993.0,28,25,3,0.3,Cardoso,-20.08,-49.9183,3510708,13,São José do Rio Preto
123,123,351080,Março/2020,6668.0,245,204,41,0.62,Casa Branca,-21.7708,-47.0852,3510807,5,Campinas
124,124,351090,Março/2020,255.0,1,6,-5,-1.92,Cássia dos Coqueiros,-21.2801,-47.1643,3510906,11,Ribeirão Preto
125,125,351100,Março/2020,4121.0,717,77,640,18.39,Castilho,-20.8689,-51.4884,3511003,2,Araçatuba
126,126,351110,Março/2020,33853.0,1505,1502,3,0.01,Catanduva,-21.1314,-48.977,3511102,13,São José do Rio Preto
127,127,351120,Março/2020,487.0,35,12,23,4.96,Catiguá,-21.0519,-49.0616,3511201,13,São José do Rio Preto
128,128,351130,Março/2020,5195.0,463,288,175,3.49,Cedral,-20.9009,-49.2664,3511300,13,São José do Rio Preto
129,129,351140,Março/2020,3803.0,108,134,-26,-0.68,Cerqueira César,-23.038,-49.1655,3511409,16,Sorocaba
130,130,351150,Março/2020,11741.0,406,433,-27,-0.23,Cerquilho,-23.1665,-47.7459,3511508,16,Sorocaba
131,131,351160,Março/2020,3070.0,105,116,-11,-0.36,Cesário Lange,-23.226,-47.9545,3511607,16,Sorocaba
132,132,351170,Março/2020,1864.0,65,56,9,0.49,Charqueada,-22.5096,-47.7755,3511706,5,Campinas
133,133,351190,Março/2020,2461.0,35,28,7,0.29,Clementina,-21.5604,-50.4525,3511904,2,Araçatuba
134,134,351200,Março/2020,5673.0,415,140,275,5.09,Colina,-20.7114,-48.5387,3512001,3,Barretos
135,135,351210,Março/2020,3262.0,246,1174,-928,-22.15,Colômbia,-20.1768,-48.6865,3512100,3,Barretos
136,136,351220,Março/2020,4767.0,237,307,-70,-1.45,Conchal,-22.3375,-47.1729,3512209,5,Campinas
137,137,351230,Março/2020,3329.0,77,92,-15,-0.45,Conchas,-23.0154,-48.0134,3512308,16,Sorocaba
138,138,351240,Março/2020,9608.0,316,300,16,0.17,Cordeirópolis,-22.4778,-47.4519,3512407,5,Campinas
139,139,351250,Março/2020,751.0,21,17,4,0.54,Coroados,-21.3521,-50.2859,3512506,2,Araçatuba
140,140,351260,Março/2020,493.0,17,29,-12,-2.38,Coronel Macedo,-23.6261,-49.31,3512605,7,Itapeva
141,141,351270,Março/2020,1114.0,39,33,6,0.54,Corumbataí,-22.2213,-47.6215,3512704,5,Campinas
142,142,351280,Março/2020,10271.0,422,383,39,0.38,Cosmópolis,-22.6419,-47.1926,3512803,5,Campinas
143,143,351290,Março/2020,2206.0,58,71,-13,-0.59,Cosmorama,-20.4755,-49.7827,3512902,13,São José do Rio Preto
144,144,351300,Março/2020,72796.0,2800,3439,-639,-0.87,Cotia,-23.6022,-46.919,3513009,15,São Paulo
145,145,351310,Março/2020,8127.0,296,253,43,0.53,Cravinhos,-21.338,-47.7324,3513108,11,Ribeirão Preto
146,146,351320,Março/2020,1663.0,40,36,4,0.24,Cristais Paulista,-20.4036,-47.4209,3513207,6,Franca
147,147,351330,Março/2020,188.0,4,2,2,1.08,Cruzália,-22.7373,-50.7909,3513306,8,Marília
148,148,351340,Março/2020,15236.0,467,363,104,0.69,Cruzeiro,-22.5728,-44.968999999999994,3513405,14,São José dos Campos
149,149,351350,Março/2020,24962.0,646,691,-45,-0.18,Cubatão,-23.8911,-46.424,3513504,12,Santos
150,150,351360,Março/2020,2240.0,46,42,4,0.18,Cunha,-23.0731,-44.9576,3513603,14,São José dos Campos
151,151,351370,Março/2020,9938.0,291,215,76,0.77,Descalvado,-21.9002,-47.6181,3513702,1,São Carlos
152,152,351380,Março/2020,82602.0,2339,3467,-1128,-1.35,Diadema,-23.6813,-46.6205,3513801,15,São Paulo
153,153,351385,Março/2020,166.0,0,0,0,0.0,Dirce Reis,-20.4642,-50.6073,3513850,13,São José do Rio Preto
154,154,351390,Março/2020,1882.0,49,44,5,0.27,Divinolândia,-21.6637,-46.7361,3513900,5,Campinas
155,155,351400,Março/2020,891.0,223,51,172,23.92,Dobrada,-21.5155,-48.3935,3514007,1,São Carlos
156,156,351410,Março/2020,5346.0,306,163,143,2.75,Dois Córregos,-22.3673,-48.3819,3514106,4,Bauru
157,157,351420,Março/2020,94.0,4,17,-13,-12.15,Dolcinópolis,-20.124000000000002,-50.5149,3514205,13,São José do Rio Preto
158,158,351430,Março/2020,2849.0,65,60,5,0.18,Dourado,-22.1044,-48.3178,3514304,1,São Carlos
159,159,351440,Março/2020,10957.0,600,517,83,0.76,Dracena,-21.4843,-51.535,3514403,9,Presidente Prudente
160,160,351450,Março/2020,2340.0,42,114,-72,-2.99,Duartina,-22.4146,-49.4084,3514502,4,Bauru
161,161,351460,Março/2020,2053.0,40,73,-33,-1.58,Dumont,-21.2324,-47.9756,3514601,11,Ribeirão Preto
162,162,351470,Março/2020,631.0,10,8,2,0.32,Echaporã,-22.4326,-50.2038,3514700,8,Marília
163,163,351480,Março/2020,1538.0,17,26,-9,-0.58,Eldorado,-24.5281,-48.1141,3514809,10,Registro
164,164,351490,Março/2020,4904.0,309,101,208,4.43,Elias Fausto,-23.0428,-47.3682,3514908,5,Campinas
165,165,351492,Março/2020,576.0,57,9,48,9.09,Elisiário,-21.1678,-49.1146,3514924,13,São José do Rio Preto
166,166,351495,Março/2020,133.0,3,11,-8,-5.67,Embaúba,-20.9796,-48.8325,3514957,3,Barretos
167,167,351500,Março/2020,40672.0,1381,1495,-114,-0.28,Embu das Artes,-23.6437,-46.8579,3515004,15,São Paulo
168,168,351510,Março/2020,7068.0,207,208,-1,-0.01,Embu-Guaçu,-23.8297,-46.8136,3515103,15,São Paulo
169,169,351512,Março/2020,138.0,5,5,0,0.0,Emilianópolis,-21.8314,-51.4832,3515129,9,Presidente Prudente
170,170,351515,Março/2020,3667.0,171,162,9,0.25,Engenheiro Coelho,-22.4836,-47.211000000000006,3515152,5,Campinas
171,171,351518,Março/2020,12479.0,567,315,252,2.06,Espírito Santo do Pinhal,-22.1909,-46.7477,3515186,5,Campinas
172,172,351519,Março/2020,546.0,10,9,1,0.18,Espírito Santo do Turvo,-22.6925,-49.4341,3515194,8,Marília
173,173,351520,Março/2020,3045.0,83,128,-45,-1.46,Estrela d'Oeste,-20.2875,-50.4049,3515202,13,São José do Rio Preto
174,174,351530,Março/2020,93.0,0,1,-1,-1.06,Estrela do Norte,-22.4859,-51.6632,3515301,9,Presidente Prudente
175,175,351535,Março/2020,327.0,17,8,9,2.83,Euclides da Cunha Paulista,-22.5545,-52.5928,3515350,9,Presidente Prudente
176,176,351540,Março/2020,3239.0,100,116,-16,-0.49,Fartura,-23.3916,-49.5124,3515400,7,Itapeva
177,177,351550,Março/2020,16209.0,960,673,287,1.8,Fernandópolis,-20.2806,-50.2471,3515509,13,São José do Rio Preto
178,178,351560,Março/2020,1411.0,59,49,10,0.71,Fernando Prestes,-21.2661,-48.6874,3515608,1,São Carlos
179,179,351565,Março/2020,181.0,6,7,-1,-0.55,Fernão,-22.3607,-49.5187,3515657,8,Marília
180,180,351570,Março/2020,17498.0,579,618,-39,-0.22,Ferraz de Vasconcelos,-23.5411,-46.371,3515707,15,São Paulo
181,181,351580,Março/2020,105.0,0,0,0,0.0,Flora Rica,-21.6727,-51.3821,3515806,9,Presidente Prudente
182,182,351590,Março/2020,279.0,9,25,-16,-5.42,Floreal,-20.6752,-50.1513,3515905,13,São José do Rio Preto
183,183,351600,Março/2020,1088.0,59,80,-21,-1.89,Flórida Paulista,-21.6127,-51.1724,3516002,9,Presidente Prudente
184,184,351610,Março/2020,235.0,0,8,-8,-3.29,Florínia,-22.868000000000002,-50.6814,3516101,8,Marília
185,185,351620,Março/2020,89466.0,3836,4648,-812,-0.9,Franca,-20.5352,-47.4039,3516200,6,Franca
186,186,351630,Março/2020,6764.0,265,368,-103,-1.5,Francisco Morato,-23.2792,-46.7448,3516309,15,São Paulo
187,187,351640,Março/2020,13709.0,538,790,-252,-1.81,Franco da Rocha,-23.3229,-46.729,3516408,15,São Paulo
188,188,351650,Março/2020,984.0,45,24,21,2.18,Gabriel Monteiro,-21.5294,-50.5573,3516507,2,Araçatuba
189,189,351660,Março/2020,1109.0,24,25,-1,-0.09,Gália,-22.2918,-49.5504,3516606,8,Marília
190,190,351670,Março/2020,8837.0,288,417,-129,-1.44,Garça,-22.2125,-49.6546,3516705,8,Marília
191,191,351680,Março/2020,216.0,69,27,42,24.14,Gastão Vidigal,-20.7948,-50.1912,3516804,2,Araçatuba
192,192,351685,Março/2020,4037.0,23,55,-32,-0.79,Gavião Peixoto,-21.8367,-48.4957,3516853,1,São Carlos
193,193,351690,Março/2020,1367.0,64,44,20,1.48,General Salgado,-20.6485,-50.364,3516903,2,Araçatuba
194,194,351700,Março/2020,874.0,10,25,-15,-1.69,Getulina,-21.7961,-49.9312,3517000,4,Bauru
195,195,351710,Março/2020,858.0,11,21,-10,-1.15,Glicério,-21.3812,-50.2123,3517109,2,Araçatuba
196,196,351720,Março/2020,1201.0,78,22,56,4.89,Guaiçara,-21.6195,-49.8013,3517208,4,Bauru
197,197,351730,Março/2020,369.0,3,13,-10,-2.64,Guaimbê,-21.9091,-49.8986,3517307,4,Bauru
198,198,351740,Março/2020,14346.0,732,345,387,2.77,Guaíra,-20.3196,-48.312,3517406,3,Barretos
199,199,351750,Março/2020,4475.0,293,205,88,2.01,Guapiaçu,-20.7959,-49.2172,3517505,13,São José do Rio Preto
200,200,351760,Março/2020,2140.0,66,54,12,0.56,Guapiara,-24.1892,-48.5295,3517604,7,Itapeva
201,201,351770,Março/2020,3143.0,256,132,124,4.11,Guará,-20.4302,-47.8236,3517703,6,Franca
202,202,351780,Março/2020,1375.0,19,23,-4,-0.29,Guaraçaí,-21.0292,-51.2119,3517802,2,Araçatuba
203,203,351790,Março/2020,1886.0,83,23,60,3.29,Guaraci,-20.4977,-48.9391,3517901,3,Barretos
204,204,351800,Março/2020,142.0,3,7,-4,-2.74,Guarani d'Oeste,-20.0746,-50.3411,3518008,13,São José do Rio Preto
205,205,351810,Março/2020,827.0,15,18,-3,-0.36,Guarantã,-21.8942,-49.5914,3518107,4,Bauru
206,206,351820,Março/2020,6768.0,219,201,18,0.27,Guararapes,-21.2544,-50.6453,3518206,2,Araçatuba
207,207,351830,Março/2020,7276.0,230,393,-163,-2.19,Guararema,-23.4112,-46.0369,3518305,15,São Paulo
208,208,351840,Março/2020,28225.0,705,1138,-433,-1.51,Guaratinguetá,-22.8075,-45.1938,3518404,14,São José dos Campos
209,209,351850,Março/2020,2311.0,29,63,-34,-1.45,Guareí,-23.3714,-48.1837,3518503,16,Sorocaba
210,210,351860,Março/2020,7109.0,549,416,133,1.91,Guariba,-21.3594,-48.2316,3518602,11,Ribeirão Preto
211,211,351870,Março/2020,40471.0,754,1404,-650,-1.58,Guarujá,-23.9888,-46.258,3518701,12,Santos
212,212,351880,Março/2020,324776.0,10737,14278,-3541,-1.08,Guarulhos,-23.4538,-46.5333,3518800,15,São Paulo
213,213,351885,Março/2020,1095.0,45,46,-1,-0.09,Guatapará,-21.4944,-48.0356,3518859,11,Ribeirão Preto
214,214,351890,Março/2020,374.0,13,47,-34,-8.33,Guzolândia,-20.6467,-50.6645,3518909,2,Araçatuba
215,215,351900,Março/2020,1320.0,36,35,1,0.08,Herculândia,-22.0038,-50.3907,3519006,8,Marília
216,216,351905,Março/2020,9599.0,483,1079,-596,-5.85,Holambra,-22.6405,-47.0487,3519055,5,Campinas
217,217,351907,Março/2020,43002.0,1403,1658,-255,-0.59,Hortolândia,-22.8529,-47.2143,3519071,5,Campinas
218,218,351910,Março/2020,2794.0,166,93,73,2.68,Iacanga,-21.8896,-49.031000000000006,3519105,4,Bauru
219,219,351920,Março/2020,741.0,23,29,-6,-0.8,Iacri,-21.8572,-50.6932,3519204,8,Marília
220,220,351925,Março/2020,1462.0,23,26,-3,-0.2,Iaras,-22.8682,-49.1634,3519253,16,Sorocaba
221,221,351930,Março/2020,6129.0,189,317,-128,-2.05,Ibaté,-21.9584,-47.9882,3519303,1,São Carlos
222,222,351940,Março/2020,1769.0,111,68,43,2.49,Ibirá,-21.083000000000002,-49.2448,3519402,13,São José do Rio Preto
223,223,351950,Março/2020,644.0,119,58,61,10.46,Ibirarema,-22.8185,-50.0739,3519501,8,Marília
224,224,351960,Março/2020,15398.0,569,789,-220,-1.41,Ibitinga,-21.7562,-48.8319,3519600,1,São Carlos
225,225,351970,Março/2020,14241.0,276,339,-63,-0.44,Ibiúna,-23.6596,-47.223,3519709,16,Sorocaba
226,226,351980,Março/2020,1137.0,165,25,140,14.04,Icém,-20.3391,-49.1915,3519808,13,São José do Rio Preto
227,227,351990,Março/2020,670.0,26,17,9,1.36,Iepê,-22.6602,-51.0779,3519907,9,Presidente Prudente
